date,district,rainfall,temperature,humidity,opd_visits,ambulance_calls,idsp_cases,larval_index,medicine_stock,disease_cases,risk,disease
2024-01-05,Salem,79,35,93,151,39,,17,85,89,1,Cholera
2024-01-06,Salem,63,32,63,468,52,,12,54,222,1,Respiratory Infection
2024-01-07,Salem,38,30,77,526,95,244.0,11,48,178,1,Respiratory Infection
2024-01-08,Salem,80,35,82,298,82,,16,71,120,1,Cholera
2024-01-09,Salem,22,30,77,252,41,,9,75,145,0,Typhoid
2024-01-10,Salem,87,35,82,285,54,,16,72,100,1,Dengue
2024-01-11,Salem,55,33,64,572,116,,11,43,201,1,Respiratory Infection
2024-01-12,Salem,66,31,93,354,94,,15,65,147,1,Cholera
2024-01-13,Salem,97,31,77,570,81,,17,43,188,1,Respiratory Infection
2024-01-14,Salem,134,33,83,494,50,153.0,21,51,248,1,Dengue
2024-01-15,Salem,0,32,82,462,124,,8,54,175,1,Respiratory Infection
2024-01-16,Salem,38,31,60,246,46,,9,76,138,0,Flu
2024-01-17,Salem,52,33,88,294,39,,14,71,131,1,Cholera
2024-01-18,Salem,102,30,93,388,86,,19,62,77,1,Dengue
2024-01-19,Salem,110,33,84,201,30,,19,80,40,1,Dengue
2024-01-20,Salem,68,32,76,192,29,,14,81,44,1,Cholera
2024-01-21,Salem,92,30,83,457,124,149.0,17,55,137,1,Dengue
2024-01-22,Salem,3,33,93,567,92,,9,44,113,1,Respiratory Infection
2024-01-23,Salem,60,33,82,558,163,,14,45,228,1,Respiratory Infection
2024-01-24,Salem,12,32,73,211,21,,8,79,88,0,Flu
2024-01-25,Salem,2,35,86,586,140,,8,42,284,1,Respiratory Infection
2024-01-26,Salem,88,31,76,522,154,,16,48,156,1,Respiratory Infection
2024-01-27,Salem,119,34,70,234,48,,18,77,62,1,Cholera
2024-01-28,Salem,0,32,81,539,97,228.0,8,47,131,1,Respiratory Infection
2024-01-29,Salem,23,33,69,232,55,,9,77,100,0,Flu
2024-01-30,Salem,0,33,79,509,120,,7,50,174,1,Respiratory Infection
2024-01-31,Salem,74,30,63,575,75,,13,43,186,1,Respiratory Infection
2024-02-01,Salem,7,30,69,514,80,,7,49,262,1,Respiratory Infection
2024-02-02,Salem,66,31,84,535,140,,15,47,175,1,Respiratory Infection
2024-02-03,Salem,61,33,77,414,123,,13,59,102,1,Cholera
2024-02-04,Salem,14,30,90,588,113,,10,42,271,1,Respiratory Infection
2024-02-05,Salem,16,32,91,413,96,,10,59,107,0,Typhoid
2024-02-06,Salem,68,35,93,520,86,,16,48,259,1,Respiratory Infection
2024-02-07,Salem,61,35,75,586,99,192.0,13,42,323,1,Respiratory Infection
2024-02-08,Salem,91,32,86,362,66,,17,64,208,1,Dengue
2024-02-09,Salem,77,32,68,317,43,,14,69,148,1,Cholera
2024-02-10,Salem,36,34,65,130,15,,10,87,64,0,Flu
2024-02-11,Salem,71,35,76,335,57,,14,67,131,1,Cholera
2024-02-12,Salem,41,34,60,485,52,,10,52,134,1,Respiratory Infection
2024-02-13,Salem,37,32,70,312,36,,10,69,81,0,Typhoid
2024-02-14,Salem,67,32,62,303,41,134.0,12,70,110,1,Cholera
2024-02-15,Salem,146,30,74,556,112,,22,45,180,1,Respiratory Infection
2024-02-16,Salem,42,35,94,485,138,,13,52,228,1,Respiratory Infection
2024-02-17,Salem,134,31,87,518,123,,22,49,216,1,Dengue
2024-02-18,Salem,56,31,85,378,52,,14,63,194,1,Cholera
2024-02-19,Salem,68,33,64,276,65,,13,73,101,1,Cholera
2024-02-20,Salem,96,31,94,150,25,,19,85,70,1,Dengue
2024-02-21,Salem,84,34,69,426,99,205.0,15,58,195,1,Cholera
2024-02-22,Salem,70,33,64,293,40,,13,71,69,1,Cholera
2024-02-23,Salem,51,32,91,524,91,,14,48,185,1,Respiratory Infection
2024-02-24,Salem,81,33,81,429,70,,16,58,246,1,Dengue
2024-02-25,Salem,28,35,79,117,27,,10,89,62,0,Flu
2024-02-26,Salem,0,33,65,212,51,,6,79,63,0,Flu
2024-02-27,Salem,72,35,60,463,104,,13,54,228,1,Respiratory Infection
2024-02-28,Salem,53,31,86,510,87,191.0,13,49,117,1,Respiratory Infection
2024-02-29,Salem,45,31,61,164,38,,10,84,79,0,Flu
2024-03-01,Salem,79,32,63,352,102,,14,65,70,1,Cholera
2024-03-02,Salem,108,32,65,166,23,,17,84,55,1,Cholera
2024-03-03,Salem,53,31,75,574,127,,12,43,154,1,Respiratory Infection
2024-03-04,Salem,72,35,94,309,68,,16,70,162,1,Cholera
2024-03-05,Salem,114,30,68,139,29,,18,87,65,1,Cholera
2024-03-06,Salem,83,33,68,589,160,,15,42,164,1,Respiratory Infection
2024-03-07,Salem,0,32,68,452,73,120.0,6,55,98,1,Respiratory Infection
2024-03-08,Salem,15,30,80,397,115,,9,61,151,0,Typhoid
2024-03-09,Salem,40,35,78,355,94,,11,65,102,0,Typhoid
2024-03-10,Salem,118,31,73,114,12,,19,89,50,1,Cholera
2024-03-11,Salem,0,31,76,112,29,,7,89,38,0,Flu
2024-03-12,Salem,49,35,86,158,45,,13,85,55,0,Flu
2024-03-13,Salem,54,30,80,311,54,,13,69,153,1,Cholera
2024-03-14,Salem,112,31,62,206,58,87.0,17,80,87,1,Cholera
2024-03-15,Salem,21,31,92,350,51,,11,65,207,0,Typhoid
2024-03-16,Salem,31,35,81,414,61,,11,59,236,0,Typhoid
2024-03-17,Salem,22,33,87,508,56,,10,50,223,1,Respiratory Infection
2024-03-18,Salem,41,35,61,323,69,,10,68,187,0,Typhoid
2024-03-19,Salem,102,31,78,257,62,,18,75,144,1,Cholera
2024-03-20,Salem,0,30,82,107,20,,8,90,29,0,Flu
2024-03-21,Salem,31,32,78,164,32,56.0,10,84,73,0,Flu
2024-03-22,Salem,63,33,93,199,34,,15,81,76,1,Cholera
2024-03-23,Salem,69,34,77,593,128,,14,41,326,1,Respiratory Infection
2024-03-24,Salem,86,33,87,493,84,,17,51,122,1,Dengue
2024-03-25,Salem,23,34,60,570,86,,8,43,260,1,Respiratory Infection
2024-03-26,Salem,112,35,75,540,105,,18,46,287,1,Respiratory Infection
2024-03-27,Salem,117,31,81,358,71,,19,65,165,1,Dengue
2024-03-28,Salem,17,34,89,408,46,126.0,10,60,115,0,Typhoid
2024-03-29,Salem,53,33,75,254,57,,12,75,86,1,Cholera
2024-03-30,Salem,68,35,76,156,33,,14,85,88,1,Cholera
2024-03-31,Salem,46,32,85,143,35,,13,86,55,0,Flu
2024-04-01,Salem,80,34,64,267,51,,14,74,60,1,Cholera
2024-04-02,Salem,0,34,70,487,96,,7,52,173,1,Respiratory Infection
2024-04-03,Salem,91,34,76,490,139,,16,51,149,1,Respiratory Infection
2024-04-04,Salem,47,34,89,158,24,,13,85,41,0,Flu
2024-04-05,Salem,112,30,89,122,32,,20,88,41,1,Dengue
2024-04-06,Salem,76,30,74,101,20,,15,90,48,1,Cholera
2024-04-07,Salem,53,30,74,256,63,107.0,12,75,68,1,Cholera
2024-04-08,Salem,0,33,63,337,38,,6,67,142,0,Typhoid
2024-04-09,Salem,35,35,72,254,69,,10,75,145,0,Typhoid
2024-04-10,Salem,43,30,80,346,91,,12,66,177,0,Typhoid
2024-04-11,Salem,8,35,63,566,164,,7,44,252,1,Respiratory Infection
2024-04-12,Salem,43,32,94,270,68,,13,73,117,0,Typhoid
2024-04-13,Salem,36,30,74,110,27,,11,89,36,0,Flu
2024-04-14,Salem,0,34,73,593,68,282.0,7,41,123,1,Respiratory Infection
2024-04-15,Salem,25,35,73,355,51,,9,65,192,0,Typhoid
2024-04-16,Salem,55,34,77,229,33,,13,78,133,1,Cholera
2024-04-17,Salem,82,30,76,509,130,,15,50,275,1,Respiratory Infection
2024-04-18,Salem,97,32,84,596,122,,18,41,192,1,Dengue
2024-04-19,Salem,78,31,76,531,81,,15,47,193,1,Respiratory Infection
2024-04-20,Salem,55,31,92,234,58,,14,77,72,1,Cholera
2024-04-21,Salem,37,30,73,154,39,52.0,11,85,44,0,Flu
2024-04-22,Salem,65,32,83,130,24,,14,87,76,1,Cholera
2024-04-23,Salem,34,32,82,146,31,,11,86,64,0,Flu
2024-04-24,Salem,98,33,70,111,28,,16,89,35,1,Cholera
2024-04-25,Salem,118,35,86,524,105,,20,48,252,1,Dengue
2024-04-26,Salem,6,33,82,321,76,,8,68,134,0,Typhoid
2024-04-27,Salem,72,34,74,531,119,,14,47,264,1,Respiratory Infection
2024-04-28,Salem,109,35,66,580,139,288.0,17,42,298,1,Respiratory Infection
2024-04-29,Salem,45,34,94,105,20,,13,90,25,0,Flu
2024-01-01,Trichy,27,35,61,317,37,,8,69,98,0,Typhoid
2024-01-02,Trichy,59,31,78,323,71,,13,68,160,1,Cholera
2024-01-03,Trichy,65,32,70,350,67,,13,65,164,1,Cholera
2024-01-04,Trichy,76,33,91,125,14,,16,88,44,1,Cholera
2024-01-05,Trichy,37,33,73,523,79,,11,48,272,1,Respiratory Infection
2024-01-06,Trichy,0,31,92,238,38,,9,77,125,0,Flu
2024-01-07,Trichy,48,34,84,511,51,214.0,13,49,197,1,Respiratory Infection
2024-01-08,Trichy,19,34,90,263,72,,10,74,82,0,Typhoid
2024-01-09,Trichy,27,30,88,208,52,,11,80,90,0,Flu
2024-01-10,Trichy,55,32,78,204,36,,13,80,63,1,Cholera
2024-01-11,Trichy,28,32,90,487,87,,11,52,127,1,Respiratory Infection
2024-01-12,Trichy,34,30,63,268,29,,9,74,60,0,Typhoid
2024-01-13,Trichy,36,30,66,276,40,,10,73,86,0,Typhoid
2024-01-14,Trichy,74,30,67,256,41,92.0,14,75,117,1,Cholera
2024-01-15,Trichy,59,33,75,377,51,,13,63,116,1,Cholera
2024-01-16,Trichy,161,35,85,323,68,,24,68,68,1,Dengue
2024-01-17,Trichy,45,35,67,448,89,,11,56,215,0,Typhoid
2024-01-18,Trichy,73,35,60,575,105,,13,43,117,1,Respiratory Infection
2024-01-19,Trichy,108,35,62,248,47,,17,76,123,1,Cholera
2024-01-20,Trichy,92,34,84,537,101,,17,47,205,1,Dengue
2024-01-21,Trichy,1,31,94,563,128,163.0,9,44,194,1,Respiratory Infection
2024-01-22,Trichy,58,34,82,500,142,,14,50,154,1,Respiratory Infection
2024-01-23,Trichy,89,33,87,546,131,,17,46,166,1,Dengue
2024-01-24,Trichy,106,35,93,189,26,,19,82,47,1,Dengue
2024-01-25,Trichy,72,33,85,349,44,,15,66,117,1,Cholera
2024-01-26,Trichy,94,35,73,270,66,,16,73,89,1,Cholera
2024-01-27,Trichy,0,33,75,169,24,,7,84,34,0,Flu
2024-01-28,Trichy,82,31,83,566,112,207.0,16,44,288,1,Dengue
2024-01-29,Trichy,82,35,73,131,35,,15,87,51,1,Cholera
2024-01-30,Trichy,53,32,75,441,58,,12,56,167,1,Cholera
2024-01-31,Trichy,89,34,75,220,42,,16,78,47,1,Cholera
2024-02-01,Trichy,63,31,68,424,47,,13,58,189,1,Cholera
2024-02-02,Trichy,108,30,83,423,80,,19,58,141,1,Dengue
2024-02-03,Trichy,26,30,71,276,74,,9,73,136,0,Typhoid
2024-02-04,Trichy,34,30,77,415,115,,11,59,135,0,Typhoid
2024-02-05,Trichy,22,33,66,373,92,,8,63,117,0,Typhoid
2024-02-06,Trichy,54,33,85,236,35,,13,77,58,1,Cholera
2024-02-07,Trichy,0,30,80,200,26,60.0,8,80,44,0,Flu
2024-02-08,Trichy,61,35,63,490,144,,12,51,158,1,Respiratory Infection
2024-02-09,Trichy,71,33,60,303,88,,13,70,149,1,Cholera
2024-02-10,Trichy,98,30,61,376,46,,15,63,121,1,Cholera
2024-02-11,Trichy,12,35,70,200,20,,8,80,108,0,Flu
2024-02-12,Trichy,79,30,84,488,108,,16,52,232,1,Respiratory Infection
2024-02-13,Trichy,23,35,90,441,71,,11,56,88,0,Typhoid
2024-02-14,Trichy,18,35,92,343,87,84.0,11,66,115,0,Typhoid
2024-02-15,Trichy,52,35,65,160,16,,11,84,94,1,Cholera
2024-02-16,Trichy,79,31,65,386,65,,14,62,125,1,Cholera
2024-02-17,Trichy,119,35,71,296,36,,19,71,117,1,Cholera
2024-02-18,Trichy,150,32,61,118,24,,21,89,48,1,Cholera
2024-02-19,Trichy,72,31,91,545,127,,16,46,142,1,Respiratory Infection
2024-02-20,Trichy,60,35,64,457,129,,12,55,265,1,Respiratory Infection
2024-02-21,Trichy,59,34,69,421,109,174.0,12,58,177,1,Cholera
2024-02-22,Trichy,38,30,87,411,60,,12,59,143,0,Typhoid
2024-02-23,Trichy,87,35,65,434,103,,15,57,251,1,Cholera
2024-02-24,Trichy,46,34,69,593,66,,11,41,234,1,Respiratory Infection
2024-02-25,Trichy,102,31,90,504,123,,19,50,284,1,Dengue
2024-02-26,Trichy,15,32,72,593,175,,8,41,314,1,Respiratory Infection
2024-02-27,Trichy,15,35,81,415,99,,9,59,192,0,Typhoid
2024-02-28,Trichy,71,33,62,450,99,127.0,13,55,132,1,Cholera
2024-02-29,Trichy,66,30,84,392,71,,15,61,119,1,Cholera
2024-03-01,Trichy,40,33,82,270,47,,12,73,105,0,Typhoid
2024-03-02,Trichy,68,33,83,232,60,,15,77,48,1,Cholera
2024-03-03,Trichy,124,33,92,360,71,,21,64,132,1,Dengue
2024-03-04,Trichy,69,35,73,406,101,,14,60,88,1,Cholera
2024-03-05,Trichy,78,32,78,191,51,,15,81,98,1,Cholera
2024-03-06,Trichy,91,33,90,484,77,,18,52,187,1,Dengue
2024-03-07,Trichy,0,34,64,232,41,53.0,6,77,127,0,Flu
2024-03-08,Trichy,14,33,76,188,23,,9,82,88,0,Flu
2024-03-09,Trichy,0,33,82,305,55,,8,70,174,0,Typhoid
2024-03-10,Trichy,78,34,90,418,79,,16,59,102,1,Cholera
2024-03-11,Trichy,125,35,60,263,47,,18,74,147,1,Cholera
2024-03-12,Trichy,77,32,70,182,18,,14,82,74,1,Cholera
2024-03-13,Trichy,63,34,87,267,53,,15,74,107,1,Cholera
2024-03-14,Trichy,49,32,90,354,86,105.0,13,65,198,0,Typhoid
2024-03-15,Trichy,89,30,92,522,151,,18,48,143,1,Dengue
2024-03-16,Trichy,68,34,72,456,128,,14,55,203,1,Respiratory Infection
2024-03-17,Trichy,60,30,85,542,82,,14,46,158,1,Respiratory Infection
2024-03-18,Trichy,60,35,85,366,109,,14,64,94,1,Cholera
2024-03-19,Trichy,0,30,68,291,62,,6,71,147,0,Typhoid
2024-03-20,Trichy,39,31,93,138,32,,13,87,76,0,Flu
2024-03-21,Trichy,24,31,60,579,73,197.0,8,43,219,1,Respiratory Infection
2024-03-22,Trichy,57,33,81,573,90,,13,43,214,1,Respiratory Infection
2024-03-23,Trichy,67,31,77,221,27,,14,78,96,1,Cholera
2024-03-24,Trichy,57,35,77,150,15,,13,85,52,1,Cholera
2024-03-25,Trichy,30,32,90,188,34,,12,82,110,0,Flu
2024-03-26,Trichy,58,34,66,264,49,,12,74,144,1,Cholera
2024-03-27,Trichy,11,31,64,350,74,,7,65,206,0,Typhoid
2024-03-28,Trichy,90,34,79,325,40,128.0,16,68,183,1,Cholera
2024-03-29,Trichy,29,30,76,171,21,,10,83,38,0,Flu
2024-03-30,Trichy,69,35,62,238,56,,13,77,127,1,Cholera
2024-03-31,Trichy,7,35,66,187,43,,7,82,92,0,Flu
2024-04-01,Trichy,42,34,80,210,34,,12,79,54,0,Flu
2024-04-02,Trichy,70,32,94,253,28,,16,75,116,1,Cholera
2024-04-03,Trichy,34,34,92,253,71,,12,75,69,0,Typhoid
2024-04-04,Trichy,49,35,84,400,76,,13,60,220,0,Typhoid
2024-04-05,Trichy,92,34,71,475,124,,16,53,149,1,Respiratory Infection
2024-04-06,Trichy,96,35,88,597,118,,18,41,211,1,Dengue
2024-04-07,Trichy,125,34,62,183,52,62.0,18,82,87,1,Cholera
2024-04-08,Trichy,81,30,94,298,54,,17,71,107,1,Dengue
2024-04-09,Trichy,97,34,76,343,69,,17,66,150,1,Cholera
2024-04-10,Trichy,29,33,73,535,100,,10,47,153,1,Respiratory Infection
2024-04-11,Trichy,120,34,72,225,61,,19,78,95,1,Cholera
2024-04-12,Trichy,134,32,77,549,65,,21,46,300,1,Respiratory Infection
2024-04-13,Trichy,12,31,63,439,73,,7,57,138,0,Typhoid
2024-04-14,Trichy,96,33,76,104,26,40.0,17,90,58,1,Cholera
2024-04-15,Trichy,51,35,77,596,169,,12,41,209,1,Respiratory Infection
2024-04-16,Trichy,36,31,63,177,35,,9,83,51,0,Flu
2024-04-17,Trichy,128,32,91,403,55,,21,60,126,1,Dengue
2024-04-18,Trichy,82,35,67,426,57,,14,58,138,1,Cholera
2024-04-19,Trichy,20,31,77,361,48,,9,64,183,0,Typhoid
2024-04-20,Trichy,89,30,79,408,72,,16,60,167,1,Cholera
2024-04-21,Trichy,6,32,89,192,38,59.0,9,81,48,0,Flu
2024-04-22,Trichy,50,32,93,200,31,,14,80,60,0,Flu
2024-04-23,Trichy,68,32,88,159,22,,15,85,57,1,Cholera
2024-04-24,Trichy,46,32,74,306,69,,12,70,155,0,Typhoid
2024-04-25,Trichy,115,33,77,201,37,,19,80,103,1,Cholera
2024-04-26,Trichy,19,34,76,139,41,,9,87,41,0,Flu
2024-04-27,Trichy,20,34,87,205,22,,10,80,103,0,Flu
2024-04-28,Trichy,118,32,86,358,75,146.0,20,65,96,1,Dengue
2024-04-29,Trichy,130,35,69,423,44,,19,58,164,1,Cholera
2024-01-01,Tirunelveli,80,31,81,559,59,,16,45,162,1,Respiratory Infection
2024-01-02,Tirunelveli,88,28,63,396,98,,15,61,208,1,Cholera
2024-01-03,Tirunelveli,142,29,62,257,44,,20,75,115,1,Cholera
2024-01-04,Tirunelveli,75,30,83,158,28,,15,85,34,1,Cholera
2024-01-05,Tirunelveli,166,33,75,519,51,,24,49,224,1,Respiratory Infection
2024-01-06,Tirunelveli,59,31,86,193,29,,14,81,110,1,Cholera
2024-01-07,Tirunelveli,118,30,92,115,22,28.0,21,89,42,1,Dengue
2024-01-08,Tirunelveli,38,33,80,200,20,,11,80,101,0,Flu
2024-01-09,Tirunelveli,0,32,64,264,69,,6,74,103,0,Typhoid
2024-01-10,Tirunelveli,47,30,65,162,33,,11,84,61,0,Flu
2024-01-11,Tirunelveli,96,33,86,568,105,,18,44,303,1,Dengue
2024-01-12,Tirunelveli,10,29,91,141,15,,10,86,78,0,Flu
2024-01-13,Tirunelveli,109,32,86,586,91,,19,42,179,1,Dengue
2024-01-14,Tirunelveli,93,28,91,331,71,140.0,18,67,90,1,Dengue
2024-01-15,Tirunelveli,51,33,92,463,90,,14,54,184,1,Respiratory Infection
2024-01-16,Tirunelveli,59,28,74,262,71,,13,74,57,1,Cholera
2024-01-17,Tirunelveli,76,29,67,434,88,,14,57,174,1,Cholera
2024-01-18,Tirunelveli,40,30,77,446,113,,11,56,208,0,Typhoid
2024-01-19,Tirunelveli,36,33,63,319,74,,9,69,110,0,Typhoid
2024-01-20,Tirunelveli,52,29,64,468,74,,11,54,101,1,Respiratory Infection
2024-01-21,Tirunelveli,116,29,94,321,77,89.0,21,68,136,1,Dengue
2024-01-22,Tirunelveli,30,33,79,321,67,,10,68,76,0,Typhoid
2024-01-23,Tirunelveli,123,31,93,225,64,,21,78,82,1,Dengue
2024-01-24,Tirunelveli,44,29,80,367,54,,12,64,96,0,Typhoid
2024-01-25,Tirunelveli,54,32,63,503,87,,11,50,189,1,Respiratory Infection
2024-01-26,Tirunelveli,35,33,74,400,103,,10,60,222,0,Typhoid
2024-01-27,Tirunelveli,0,32,86,326,77,,8,68,73,0,Typhoid
2024-01-28,Tirunelveli,57,29,65,509,111,240.0,12,50,154,1,Respiratory Infection
2024-01-29,Tirunelveli,56,33,61,509,149,,11,50,140,1,Respiratory Infection
2024-01-30,Tirunelveli,70,30,86,122,22,,15,88,28,1,Cholera
2024-01-31,Tirunelveli,35,29,77,103,28,,11,90,24,0,Flu
2024-02-01,Tirunelveli,33,29,66,382,102,,9,62,175,0,Typhoid
2024-02-02,Tirunelveli,78,32,85,309,33,,16,70,122,1,Cholera
2024-02-03,Tirunelveli,43,32,93,465,124,,13,54,108,1,Respiratory Infection
2024-02-04,Tirunelveli,134,31,64,159,22,,19,85,52,1,Cholera
2024-02-05,Tirunelveli,78,33,70,582,101,,14,42,309,1,Respiratory Infection
2024-02-06,Tirunelveli,4,31,90,159,32,,9,85,75,0,Flu
2024-02-07,Tirunelveli,70,29,66,577,63,154.0,13,43,278,1,Respiratory Infection
2024-02-08,Tirunelveli,0,29,83,285,36,,8,72,127,0,Typhoid
2024-02-09,Tirunelveli,8,33,78,398,57,,8,61,204,0,Typhoid
2024-02-10,Tirunelveli,52,31,61,537,76,,11,47,217,1,Respiratory Infection
2024-02-11,Tirunelveli,0,28,88,283,66,,8,72,168,0,Typhoid
2024-02-12,Tirunelveli,21,31,77,431,51,,9,57,155,0,Typhoid
2024-02-13,Tirunelveli,78,31,92,109,32,,17,90,55,1,Cholera
2024-02-14,Tirunelveli,113,29,67,593,157,188.0,18,41,349,1,Respiratory Infection
2024-02-15,Tirunelveli,75,31,60,100,10,,13,90,22,1,Cholera
2024-02-16,Tirunelveli,45,30,86,482,61,,13,52,159,1,Respiratory Infection
2024-02-17,Tirunelveli,13,29,69,153,19,,8,85,58,0,Flu
2024-02-18,Tirunelveli,58,30,66,145,30,,12,86,70,1,Cholera
2024-02-19,Tirunelveli,7,31,80,415,122,,8,59,222,0,Typhoid
2024-02-20,Tirunelveli,53,31,85,537,103,,13,47,184,1,Respiratory Infection
2024-02-21,Tirunelveli,19,29,81,478,113,109.0,10,53,185,1,Respiratory Infection
2024-02-22,Tirunelveli,54,29,62,357,86,,11,65,142,1,Cholera
2024-02-23,Tirunelveli,97,33,68,225,45,,16,78,58,1,Cholera
2024-02-24,Tirunelveli,71,29,74,547,71,,14,46,283,1,Respiratory Infection
2024-02-25,Tirunelveli,53,31,78,246,60,,13,76,146,1,Cholera
2024-02-26,Tirunelveli,30,29,77,567,160,,10,44,173,1,Respiratory Infection
2024-02-27,Tirunelveli,90,33,71,553,149,,16,45,184,1,Respiratory Infection
2024-02-28,Tirunelveli,53,30,89,270,46,123.0,14,73,69,1,Cholera
2024-02-29,Tirunelveli,96,28,67,198,47,,16,81,41,1,Cholera
2024-03-01,Tirunelveli,89,33,85,475,75,,17,53,104,1,Dengue
2024-03-02,Tirunelveli,36,29,75,242,59,,11,76,136,0,Flu
2024-03-03,Tirunelveli,23,29,93,458,123,,11,55,253,1,Respiratory Infection
2024-03-04,Tirunelveli,47,32,76,213,55,,12,79,95,0,Flu
2024-03-05,Tirunelveli,0,33,92,521,133,,9,48,285,1,Respiratory Infection
2024-03-06,Tirunelveli,61,32,84,353,78,,14,65,157,1,Cholera
2024-03-07,Tirunelveli,8,33,60,345,54,126.0,6,66,186,0,Typhoid
2024-03-08,Tirunelveli,35,33,84,464,110,,11,54,190,1,Respiratory Infection
2024-03-09,Tirunelveli,81,30,70,464,49,,15,54,124,1,Respiratory Infection
2024-03-10,Tirunelveli,51,30,69,409,94,,12,60,181,1,Cholera
2024-03-11,Tirunelveli,62,30,83,227,46,,14,78,56,1,Cholera
2024-03-12,Tirunelveli,0,32,86,408,85,,8,60,101,0,Typhoid
2024-03-13,Tirunelveli,87,31,74,357,82,,16,65,179,1,Cholera
2024-03-14,Tirunelveli,75,30,78,585,92,152.0,15,42,138,1,Respiratory Infection
2024-03-15,Tirunelveli,147,33,77,330,36,,22,67,67,1,Cholera
2024-03-16,Tirunelveli,23,31,60,255,68,,8,75,86,0,Typhoid
2024-03-17,Tirunelveli,75,28,66,402,64,,14,60,160,1,Cholera
2024-03-18,Tirunelveli,46,28,83,181,31,,12,82,44,0,Flu
2024-03-19,Tirunelveli,86,29,67,124,31,,15,88,33,1,Cholera
2024-03-20,Tirunelveli,11,29,90,124,20,,10,88,51,0,Flu
2024-03-21,Tirunelveli,24,28,71,206,39,99.0,9,80,64,0,Flu
2024-03-22,Tirunelveli,33,32,83,573,170,,11,43,142,1,Respiratory Infection
2024-03-23,Tirunelveli,35,28,81,266,75,,11,74,64,0,Typhoid
2024-03-24,Tirunelveli,114,30,90,125,27,,20,88,69,1,Dengue
2024-03-25,Tirunelveli,51,28,63,459,96,,11,55,250,1,Respiratory Infection
2024-03-26,Tirunelveli,58,31,60,145,22,,11,86,45,1,Cholera
2024-03-27,Tirunelveli,27,32,78,479,92,,10,53,212,1,Respiratory Infection
2024-03-28,Tirunelveli,30,32,76,293,86,143.0,10,71,107,0,Typhoid
2024-03-29,Tirunelveli,94,28,83,209,33,,17,80,49,1,Dengue
2024-03-30,Tirunelveli,122,29,72,383,114,,19,62,186,1,Cholera
2024-03-31,Tirunelveli,87,32,84,457,100,,17,55,168,1,Dengue
2024-04-01,Tirunelveli,51,30,60,369,102,,11,64,196,1,Cholera
2024-04-02,Tirunelveli,61,28,87,447,46,,14,56,193,1,Cholera
2024-04-03,Tirunelveli,17,29,91,352,100,,10,65,189,0,Typhoid
2024-04-04,Tirunelveli,49,31,75,440,128,,12,56,167,0,Typhoid
2024-04-05,Tirunelveli,65,29,74,597,108,,13,41,346,1,Respiratory Infection
2024-04-06,Tirunelveli,49,33,62,598,152,,11,41,338,1,Respiratory Infection
2024-04-07,Tirunelveli,22,29,65,197,55,80.0,8,81,57,0,Flu
2024-04-08,Tirunelveli,29,32,84,554,138,,11,45,213,1,Respiratory Infection
2024-04-09,Tirunelveli,28,32,83,488,94,,11,52,275,1,Respiratory Infection
2024-04-10,Tirunelveli,90,29,72,370,92,,16,63,131,1,Cholera
2024-04-11,Tirunelveli,52,28,63,345,57,,11,66,97,1,Cholera
2024-04-12,Tirunelveli,36,33,68,180,47,,10,82,45,0,Flu
2024-04-13,Tirunelveli,28,29,76,396,98,,10,61,204,0,Typhoid
2024-04-14,Tirunelveli,132,31,75,272,48,63.0,20,73,116,1,Cholera
2024-04-15,Tirunelveli,69,28,74,169,18,,14,84,66,1,Cholera
2024-04-16,Tirunelveli,33,33,76,240,67,,10,76,114,0,Flu
2024-04-17,Tirunelveli,8,29,61,241,52,,6,76,53,0,Flu
2024-04-18,Tirunelveli,88,30,91,100,16,,17,90,50,1,Dengue
2024-04-19,Tirunelveli,109,28,81,476,49,,19,53,162,1,Dengue
2024-04-20,Tirunelveli,91,31,77,567,83,,16,44,232,1,Respiratory Infection
2024-04-21,Tirunelveli,102,28,61,320,72,70.0,16,68,90,1,Cholera
2024-04-22,Tirunelveli,110,33,68,175,19,,17,83,77,1,Cholera
2024-04-23,Tirunelveli,101,31,68,399,43,,16,61,207,1,Cholera
2024-04-24,Tirunelveli,74,32,87,504,82,,16,50,115,1,Respiratory Infection
2024-04-25,Tirunelveli,70,32,94,558,140,,16,45,293,1,Respiratory Infection
2024-04-26,Tirunelveli,68,30,77,114,25,,14,89,24,1,Cholera
2024-04-27,Tirunelveli,62,30,85,116,12,,14,89,63,1,Cholera
2024-04-28,Tirunelveli,164,28,85,431,114,91.0,24,57,171,1,Dengue
2024-04-29,Tirunelveli,71,31,61,332,65,,13,67,131,1,Cholera
2024-01-01,Erode,45,33,86,292,66,,13,71,77,0,Typhoid
2024-01-02,Erode,41,33,79,598,127,,12,41,350,1,Respiratory Infection
2024-01-03,Erode,6,33,87,196,27,,9,81,52,0,Flu
2024-01-04,Erode,105,32,64,281,77,,16,72,68,1,Cholera
2024-01-05,Erode,30,30,87,496,51,,11,51,156,1,Respiratory Infection
2024-01-06,Erode,67,33,76,565,125,,14,44,287,1,Respiratory Infection
2024-01-07,Erode,108,32,75,471,134,223.0,18,53,133,1,Respiratory Infection
2024-01-08,Erode,104,30,73,507,136,,17,50,245,1,Respiratory Infection
2024-01-09,Erode,19,32,67,146,37,,8,86,35,0,Flu
